image_paths,labels,label_names
001479.jpg,19,['Audi TT Hatchback 2011']
015555.jpg,189,['Toyota 4Runner SUV 2012']
006211.jpg,77,['Chrysler Sebring Convertible 2010']
003472.jpg,43,['Bentley Continental GT Coupe 2007']
005286.jpg,66,['Chevrolet Cobalt SS 2010']
004506.jpg,56,['Chevrolet Corvette ZR1 2012']
009418.jpg,115,['Ford Focus Sedan 2007']
013569.jpg,165,['Mercedes-Benz S-Class Sedan 2012']
014464.jpg,176,['Rolls-Royce Ghost Sedan 2012']
009227.jpg,113,['Ford F-150 Regular Cab 2012']
000459.jpg,6,['Acura Integra Type R 2001']
009461.jpg,115,['Ford Focus Sedan 2007']
004017.jpg,50,['Buick Enclave SUV 2012']
008525.jpg,105,['Fisker Karma Sedan 2012']
012414.jpg,151,['Lamborghini Aventador Coupe 2012']
004971.jpg,62,['Chevrolet Tahoe Hybrid SUV 2012']
013323.jpg,162,['Mercedes-Benz C-Class Sedan 2012']
013484.jpg,164,['Mercedes-Benz E-Class Sedan 2012']
006543.jpg,81,['Chrysler PT Cruiser Convertible 2008']
014056.jpg,171,['Nissan 240SX Coupe 1998']
002293.jpg,29,['BMW 3 Series Sedan 2012']
004864.jpg,60,['Chevrolet HHR SS 2010']
003508.jpg,44,['Bentley Continental Flying Spur Sedan 2007']
007008.jpg,86,['Dodge Ram Pickup 3500 Crew Cab 2010']
004019.jpg,50,['Buick Enclave SUV 2012']
002811.jpg,35,['BMW M5 Sedan 2010']
006578.jpg,81,['Chrysler PT Cruiser Convertible 2008']
014430.jpg,176,['Rolls-Royce Ghost Sedan 2012']
007964.jpg,98,['Eagle Talon Hatchback 1998']
003605.jpg,45,['Bugatti Veyron 16.4 Convertible 2009']
013447.jpg,164,['Mercedes-Benz E-Class Sedan 2012']
012766.jpg,155,['Land Rover LR2 SUV 2012']
008485.jpg,104,['Ferrari 458 Italia Coupe 2012']
001781.jpg,22,['Audi S5 Coupe 2012']
006894.jpg,85,['Dodge Caravan Minivan 1997']
010335.jpg,125,['HUMMER H2 SUT Crew Cab 2009']
014426.jpg,176,['Rolls-Royce Ghost Sedan 2012']
005254.jpg,65,['Chevrolet Avalanche Crew Cab 2012']
006844.jpg,84,['Dodge Caliber Wagon 2007']
015737.jpg,191,['Volkswagen Golf Hatchback 1991']
007390.jpg,91,['Dodge Dakota Club Cab 2007']
007686.jpg,94,['Dodge Durango SUV 2012']
009983.jpg,122,['GMC Canyon Extended Cab 2012']
002837.jpg,35,['BMW M5 Sedan 2010']
009466.jpg,116,['Ford E-Series Wagon Van 2012']
005285.jpg,66,['Chevrolet Cobalt SS 2010']
008440.jpg,104,['Ferrari 458 Italia Coupe 2012']
001657.jpg,21,['Audi S5 Convertible 2012']
003278.jpg,41,['Bentley Mulsanne Sedan 2011']
010514.jpg,127,['Honda Odyssey Minivan 2007']
006648.jpg,82,['Daewoo Nubira Wagon 2002']
002424.jpg,30,['BMW 3 Series Wagon 2012']
015415.jpg,188,['Toyota Corolla Sedan 2012']
008865.jpg,109,['Ford Expedition EL SUV 2009']
006421.jpg,79,['Chrysler 300 SRT-8 2010']
015288.jpg,186,['Toyota Sequoia SUV 2012']
003840.jpg,48,['Buick Rainier SUV 2007']
000518.jpg,7,['Acura ZDX Hatchback 2012']
001132.jpg,15,['Audi R8 Coupe 2012']
013112.jpg,160,['McLaren MP4-12C Coupe 2012']
009679.jpg,118,['GMC Terrain SUV 2012']
010930.jpg,133,['Hyundai Veracruz SUV 2012']
003927.jpg,49,['Buick Verano Sedan 2012']
002640.jpg,33,['BMW X6 SUV 2012']
006481.jpg,80,['Chrysler Crossfire Convertible 2008']
009939.jpg,121,['GMC Acadia SUV 2012']
011315.jpg,138,['Hyundai Sonata Sedan 2012']
010388.jpg,126,['Honda Odyssey Minivan 2012']
011562.jpg,141,['Infiniti G Coupe IPL 2012']
010609.jpg,129,['Honda Accord Sedan 2012']
007076.jpg,87,['Dodge Ram Pickup 3500 Quad Cab 2009']
002661.jpg,33,['BMW X6 SUV 2012']
013008.jpg,159,['Mazda Tribute SUV 2011']
005856.jpg,73,['Chevrolet Malibu Sedan 2007']
008651.jpg,106,['Ford F-450 Super Duty Crew Cab 2012']
011302.jpg,138,['Hyundai Sonata Sedan 2012']
001805.jpg,22,['Audi S5 Coupe 2012']
009401.jpg,115,['Ford Focus Sedan 2007']
010803.jpg,131,['Hyundai Santa Fe SUV 2012']
007474.jpg,92,['Dodge Magnum Wagon 2008']
004850.jpg,60,['Chevrolet HHR SS 2010']
004482.jpg,56,['Chevrolet Corvette ZR1 2012']
007089.jpg,87,['Dodge Ram Pickup 3500 Quad Cab 2009']
007301.jpg,89,['Dodge Journey SUV 2012']
003344.jpg,42,['Bentley Continental GT Coupe 2012']
011631.jpg,142,['Infiniti QX56 SUV 2011']
013846.jpg,169,['Nissan NV Passenger Van 2012']
007921.jpg,97,['Dodge Charger SRT-8 2009']
008611.jpg,106,['Ford F-450 Super Duty Crew Cab 2012']
008141.jpg,100,['FIAT 500 Convertible 2012']
012018.jpg,146,['Jeep Wrangler SUV 2012']
013545.jpg,165,['Mercedes-Benz S-Class Sedan 2012']
000341.jpg,5,['Acura TSX Sedan 2012']
007723.jpg,95,['Dodge Durango SUV 2007']
007149.jpg,88,['Dodge Sprinter Cargo Van 2009']
006248.jpg,77,['Chrysler Sebring Convertible 2010']
005055.jpg,63,['Chevrolet Sonic Sedan 2012']
005368.jpg,67,['Chevrolet Malibu Hybrid Sedan 2010']
008032.jpg,98,['Eagle Talon Hatchback 1998']
010520.jpg,128,['Honda Accord Coupe 2012']
015084.jpg,183,['Suzuki SX4 Hatchback 2012']
006318.jpg,78,['Chrysler Town and Country Minivan 2012']
013528.jpg,165,['Mercedes-Benz S-Class Sedan 2012']
008705.jpg,107,['Ford Mustang Convertible 2007']
008357.jpg,103,['Ferrari 458 Italia Convertible 2012']
016086.jpg,195,['Volvo XC90 SUV 2007']
005614.jpg,70,['Chevrolet Silverado 1500 Classic Extended Cab 2007']
006496.jpg,80,['Chrysler Crossfire Convertible 2008']
013018.jpg,159,['Mazda Tribute SUV 2011']
001115.jpg,14,['Audi TTS Coupe 2012']
008327.jpg,102,['Ferrari California Convertible 2012']
012265.jpg,149,['Jeep Compass SUV 2012']
000825.jpg,11,['Aston Martin Virage Coupe 2012']
009412.jpg,115,['Ford Focus Sedan 2007']
002267.jpg,28,['BMW 1 Series Coupe 2012']
007490.jpg,92,['Dodge Magnum Wagon 2008']
002208.jpg,28,['BMW 1 Series Coupe 2012']
011185.jpg,136,['Hyundai Accent Sedan 2012']
003791.jpg,47,['Buick Regal GS 2012']
001403.jpg,18,['Audi 100 Wagon 1994']
009861.jpg,121,['GMC Acadia SUV 2012']
007989.jpg,98,['Eagle Talon Hatchback 1998']
015071.jpg,183,['Suzuki SX4 Hatchback 2012']
009984.jpg,122,['GMC Canyon Extended Cab 2012']
014895.jpg,181,['Suzuki Aerio Sedan 2007']
010542.jpg,128,['Honda Accord Coupe 2012']
006014.jpg,74,['Chevrolet Silverado 1500 Extended Cab 2012']
006664.jpg,82,['Daewoo Nubira Wagon 2002']
010069.jpg,119,['GMC Savana Van 2012']
001753.jpg,22,['Audi S5 Coupe 2012']
003461.jpg,43,['Bentley Continental GT Coupe 2007']
013768.jpg,168,['Nissan Leaf Hatchback 2012']
012816.jpg,156,['Lincoln Town Car Sedan 2011']
013462.jpg,164,['Mercedes-Benz E-Class Sedan 2012']
004366.jpg,54,['Chevrolet Silverado 1500 Hybrid Crew Cab 2012']
002886.jpg,36,['BMW M6 Convertible 2010']
005798.jpg,72,['Chevrolet Monte Carlo Coupe 2007']
003320.jpg,41,['Bentley Mulsanne Sedan 2011']
008741.jpg,107,['Ford Mustang Convertible 2007']
007165.jpg,88,['Dodge Sprinter Cargo Van 2009']
004381.jpg,54,['Chevrolet Silverado 1500 Hybrid Crew Cab 2012']
000989.jpg,13,['Audi A5 Coupe 2012']
009084.jpg,111,['Ford Ranger SuperCab 2011']
013085.jpg,160,['McLaren MP4-12C Coupe 2012']
007912.jpg,97,['Dodge Charger SRT-8 2009']
000407.jpg,6,['Acura Integra Type R 2001']
007764.jpg,95,['Dodge Durango SUV 2007']
008987.jpg,110,['Ford Edge SUV 2012']
011432.jpg,139,['Hyundai Elantra Touring Hatchback 2012']
001879.jpg,23,['Audi S4 Sedan 2012']
003822.jpg,48,['Buick Rainier SUV 2007']
015870.jpg,193,['Volvo C30 Hatchback 2012']
005723.jpg,71,['Chevrolet Express Van 2007']
015247.jpg,185,['Tesla Model S Sedan 2012']
002316.jpg,29,['BMW 3 Series Sedan 2012']
014389.jpg,175,['Rolls-Royce Phantom Drophead Coupe Convertible 2012']
001705.jpg,21,['Audi S5 Convertible 2012']
000640.jpg,8,['Aston Martin V8 Vantage Convertible 2012']
003817.jpg,48,['Buick Rainier SUV 2007']
012900.jpg,157,['MINI Cooper Roadster Convertible 2012']
003836.jpg,48,['Buick Rainier SUV 2007']
003587.jpg,45,['Bugatti Veyron 16.4 Convertible 2009']
010522.jpg,128,['Honda Accord Coupe 2012']
011044.jpg,134,['Hyundai Sonata Hybrid Sedan 2012']
006043.jpg,75,['Chevrolet Silverado 1500 Regular Cab 2012']
014153.jpg,172,['Plymouth Neon Coupe 1999']
003082.jpg,38,['BMW Z4 Convertible 2012']
015616.jpg,190,['Volkswagen Golf Hatchback 2012']
003609.jpg,45,['Bugatti Veyron 16.4 Convertible 2009']
003474.jpg,43,['Bentley Continental GT Coupe 2007']
003611.jpg,45,['Bugatti Veyron 16.4 Convertible 2009']
006387.jpg,79,['Chrysler 300 SRT-8 2010']
015132.jpg,184,['Suzuki SX4 Sedan 2012']
015130.jpg,184,['Suzuki SX4 Sedan 2012']
001035.jpg,13,['Audi A5 Coupe 2012']
008477.jpg,104,['Ferrari 458 Italia Coupe 2012']
002685.jpg,33,['BMW X6 SUV 2012']
000427.jpg,6,['Acura Integra Type R 2001']
013422.jpg,164,['Mercedes-Benz E-Class Sedan 2012']
007221.jpg,89,['Dodge Journey SUV 2012']
007668.jpg,94,['Dodge Durango SUV 2012']
004947.jpg,61,['Chevrolet Impala Sedan 2007']
011927.jpg,145,['Jeep Patriot SUV 2012']
013586.jpg,166,['Mercedes-Benz Sprinter Van 2012']
000219.jpg,3,['Acura TL Sedan 2012']
010190.jpg,124,['HUMMER H3T Crew Cab 2010']
001067.jpg,14,['Audi TTS Coupe 2012']
005625.jpg,70,['Chevrolet Silverado 1500 Classic Extended Cab 2007']
004781.jpg,59,['Chevrolet Camaro Convertible 2012']
003356.jpg,42,['Bentley Continental GT Coupe 2012']
015003.jpg,182,['Suzuki Kizashi Sedan 2012']
011389.jpg,139,['Hyundai Elantra Touring Hatchback 2012']
009850.jpg,120,['GMC Yukon Hybrid SUV 2012']
003990.jpg,50,['Buick Enclave SUV 2012']
003501.jpg,44,['Bentley Continental Flying Spur Sedan 2007']
007072.jpg,87,['Dodge Ram Pickup 3500 Quad Cab 2009']
010645.jpg,129,['Honda Accord Sedan 2012']
015661.jpg,190,['Volkswagen Golf Hatchback 2012']
004460.jpg,55,['Chevrolet Corvette Convertible 2012']
003132.jpg,39,['Bentley Continental Supersports Conv. Convertible 2012']
003018.jpg,37,['BMW X3 SUV 2012']
015583.jpg,190,['Volkswagen Golf Hatchback 2012']
014968.jpg,182,['Suzuki Kizashi Sedan 2012']
013517.jpg,165,['Mercedes-Benz S-Class Sedan 2012']
005699.jpg,71,['Chevrolet Express Van 2007']
006961.jpg,85,['Dodge Caravan Minivan 1997']
005777.jpg,72,['Chevrolet Monte Carlo Coupe 2007']
012114.jpg,148,['Jeep Grand Cherokee SUV 2012']
011551.jpg,141,['Infiniti G Coupe IPL 2012']
007711.jpg,95,['Dodge Durango SUV 2007']
013434.jpg,164,['Mercedes-Benz E-Class Sedan 2012']
013966.jpg,170,['Nissan Juke Hatchback 2012']
009791.jpg,120,['GMC Yukon Hybrid SUV 2012']
002138.jpg,27,['BMW 1 Series Convertible 2012']
013852.jpg,169,['Nissan NV Passenger Van 2012']
005509.jpg,68,['Chevrolet TrailBlazer SS 2009']
007098.jpg,87,['Dodge Ram Pickup 3500 Quad Cab 2009']
008174.jpg,100,['FIAT 500 Convertible 2012']
007114.jpg,87,['Dodge Ram Pickup 3500 Quad Cab 2009']
006426.jpg,79,['Chrysler 300 SRT-8 2010']
000979.jpg,13,['Audi A5 Coupe 2012']
009773.jpg,119,['GMC Savana Van 2012']
015690.jpg,191,['Volkswagen Golf Hatchback 1991']
000691.jpg,9,['Aston Martin V8 Vantage Coupe 2012']
000389.jpg,5,['Acura TSX Sedan 2012']
010347.jpg,125,['HUMMER H2 SUT Crew Cab 2009']
007849.jpg,96,['Dodge Charger Sedan 2012']
005696.jpg,71,['Chevrolet Express Van 2007']
008756.jpg,107,['Ford Mustang Convertible 2007']
011737.jpg,143,['Isuzu Ascender SUV 2008']
000669.jpg,9,['Aston Martin V8 Vantage Coupe 2012']
008034.jpg,98,['Eagle Talon Hatchback 1998']
014764.jpg,180,['Spyker C8 Coupe 2009']
007788.jpg,95,['Dodge Durango SUV 2007']
005960.jpg,74,['Chevrolet Silverado 1500 Extended Cab 2012']
016153.jpg,196,['smart fortwo Convertible 2012']
002179.jpg,27,['BMW 1 Series Convertible 2012']
003756.jpg,47,['Buick Regal GS 2012']
009839.jpg,120,['GMC Yukon Hybrid SUV 2012']
006370.jpg,79,['Chrysler 300 SRT-8 2010']
005360.jpg,66,['Chevrolet Cobalt SS 2010']
006651.jpg,82,['Daewoo Nubira Wagon 2002']
008974.jpg,110,['Ford Edge SUV 2012']
010342.jpg,125,['HUMMER H2 SUT Crew Cab 2009']
003797.jpg,47,['Buick Regal GS 2012']
007463.jpg,92,['Dodge Magnum Wagon 2008']
001865.jpg,23,['Audi S4 Sedan 2012']
001258.jpg,16,['Audi V8 Sedan 1994']
004758.jpg,59,['Chevrolet Camaro Convertible 2012']
007689.jpg,94,['Dodge Durango SUV 2012']
008766.jpg,108,['Ford Freestar Minivan 2007']
011799.jpg,144,['Jaguar XK XKR 2012']
013333.jpg,163,['Mercedes-Benz SL-Class Coupe 2009']
003224.jpg,40,['Bentley Arnage Sedan 2009']
014107.jpg,172,['Plymouth Neon Coupe 1999']
015648.jpg,190,['Volkswagen Golf Hatchback 2012']
013810.jpg,168,['Nissan Leaf Hatchback 2012']
004804.jpg,59,['Chevrolet Camaro Convertible 2012']
009855.jpg,120,['GMC Yukon Hybrid SUV 2012']
005143.jpg,64,['Chevrolet Express Cargo Van 2007']
007977.jpg,98,['Eagle Talon Hatchback 1998']
011347.jpg,138,['Hyundai Sonata Sedan 2012']
009837.jpg,120,['GMC Yukon Hybrid SUV 2012']
004744.jpg,59,['Chevrolet Camaro Convertible 2012']
012205.jpg,149,['Jeep Compass SUV 2012']
012336.jpg,150,['Lamborghini Reventon Coupe 2008']
006757.jpg,83,['Dodge Caliber Wagon 2012']
008530.jpg,105,['Fisker Karma Sedan 2012']
006444.jpg,80,['Chrysler Crossfire Convertible 2008']
006067.jpg,75,['Chevrolet Silverado 1500 Regular Cab 2012']
012070.jpg,147,['Jeep Liberty SUV 2012']
011619.jpg,142,['Infiniti QX56 SUV 2011']
008564.jpg,105,['Fisker Karma Sedan 2012']
015414.jpg,187,['Toyota Camry Sedan 2012']
003138.jpg,39,['Bentley Continental Supersports Conv. Convertible 2012']
008649.jpg,106,['Ford F-450 Super Duty Crew Cab 2012']
011934.jpg,145,['Jeep Patriot SUV 2012']
012532.jpg,153,['Lamborghini Diablo Coupe 2001']
003873.jpg,48,['Buick Rainier SUV 2007']
001999.jpg,25,['Audi TT RS Coupe 2012']
008935.jpg,109,['Ford Expedition EL SUV 2009']
015666.jpg,190,['Volkswagen Golf Hatchback 2012']
010511.jpg,127,['Honda Odyssey Minivan 2007']
003292.jpg,41,['Bentley Mulsanne Sedan 2011']
010189.jpg,124,['HUMMER H3T Crew Cab 2010']
007381.jpg,90,['Dodge Dakota Crew Cab 2010']
010436.jpg,127,['Honda Odyssey Minivan 2007']
004761.jpg,59,['Chevrolet Camaro Convertible 2012']
014611.jpg,178,['Scion xD Hatchback 2012']
006814.jpg,84,['Dodge Caliber Wagon 2007']
001261.jpg,16,['Audi V8 Sedan 1994']
001868.jpg,23,['Audi S4 Sedan 2012']
001065.jpg,14,['Audi TTS Coupe 2012']
014035.jpg,171,['Nissan 240SX Coupe 1998']
004491.jpg,56,['Chevrolet Corvette ZR1 2012']
003075.jpg,38,['BMW Z4 Convertible 2012']
002328.jpg,29,['BMW 3 Series Sedan 2012']
012432.jpg,151,['Lamborghini Aventador Coupe 2012']
013996.jpg,170,['Nissan Juke Hatchback 2012']
006493.jpg,80,['Chrysler Crossfire Convertible 2008']
011680.jpg,143,['Isuzu Ascender SUV 2008']
001140.jpg,15,['Audi R8 Coupe 2012']
014408.jpg,175,['Rolls-Royce Phantom Drophead Coupe Convertible 2012']
003106.jpg,38,['BMW Z4 Convertible 2012']
011118.jpg,135,['Hyundai Elantra Sedan 2007']
009438.jpg,115,['Ford Focus Sedan 2007']
013239.jpg,161,['Mercedes-Benz 300-Class Convertible 1993']
009078.jpg,111,['Ford Ranger SuperCab 2011']
015985.jpg,194,['Volvo 240 Sedan 1993']
002792.jpg,35,['BMW M5 Sedan 2010']
003499.jpg,44,['Bentley Continental Flying Spur Sedan 2007']
011517.jpg,140,['Hyundai Azera Sedan 2012']
002139.jpg,27,['BMW 1 Series Convertible 2012']
010024.jpg,122,['GMC Canyon Extended Cab 2012']
005289.jpg,66,['Chevrolet Cobalt SS 2010']
007142.jpg,88,['Dodge Sprinter Cargo Van 2009']
008137.jpg,100,['FIAT 500 Convertible 2012']
009660.jpg,118,['GMC Terrain SUV 2012']
003229.jpg,40,['Bentley Arnage Sedan 2009']
000010.jpg,1,['AM General Hummer SUV 2000']
006396.jpg,79,['Chrysler 300 SRT-8 2010']
010272.jpg,125,['HUMMER H2 SUT Crew Cab 2009']
007917.jpg,97,['Dodge Charger SRT-8 2009']
003668.jpg,46,['Bugatti Veyron 16.4 Coupe 2009']
008821.jpg,108,['Ford Freestar Minivan 2007']
013761.jpg,168,['Nissan Leaf Hatchback 2012']
014125.jpg,172,['Plymouth Neon Coupe 1999']
002125.jpg,27,['BMW 1 Series Convertible 2012']
005581.jpg,69,['Chevrolet Silverado 2500HD Regular Cab 2012']
000435.jpg,6,['Acura Integra Type R 2001']
012378.jpg,151,['Lamborghini Aventador Coupe 2012']
010716.jpg,130,['Hyundai Veloster Hatchback 2012']
008674.jpg,107,['Ford Mustang Convertible 2007']
012998.jpg,159,['Mazda Tribute SUV 2011']
003877.jpg,48,['Buick Rainier SUV 2007']
005270.jpg,65,['Chevrolet Avalanche Crew Cab 2012']
012760.jpg,155,['Land Rover LR2 SUV 2012']
012608.jpg,154,['Land Rover Range Rover SUV 2012']
010812.jpg,131,['Hyundai Santa Fe SUV 2012']
010757.jpg,131,['Hyundai Santa Fe SUV 2012']
011499.jpg,140,['Hyundai Azera Sedan 2012']
009206.jpg,113,['Ford F-150 Regular Cab 2012']
008366.jpg,103,['Ferrari 458 Italia Convertible 2012']
015448.jpg,188,['Toyota Corolla Sedan 2012']
003842.jpg,48,['Buick Rainier SUV 2007']
015117.jpg,184,['Suzuki SX4 Sedan 2012']
010396.jpg,126,['Honda Odyssey Minivan 2012']
004121.jpg,51,['Cadillac CTS-V Sedan 2012']
010705.jpg,130,['Hyundai Veloster Hatchback 2012']
014106.jpg,172,['Plymouth Neon Coupe 1999']
003452.jpg,43,['Bentley Continental GT Coupe 2007']
006866.jpg,84,['Dodge Caliber Wagon 2007']
004171.jpg,52,['Cadillac SRX SUV 2012']
004641.jpg,58,['Chevrolet Traverse SUV 2012']
012151.jpg,148,['Jeep Grand Cherokee SUV 2012']
006947.jpg,85,['Dodge Caravan Minivan 1997']
013724.jpg,167,['Mitsubishi Lancer Sedan 2012']
003858.jpg,48,['Buick Rainier SUV 2007']
013398.jpg,163,['Mercedes-Benz SL-Class Coupe 2009']
011153.jpg,135,['Hyundai Elantra Sedan 2007']
002539.jpg,32,['BMW X5 SUV 2007']
012618.jpg,154,['Land Rover Range Rover SUV 2012']
002763.jpg,34,['BMW M3 Coupe 2012']
003073.jpg,38,['BMW Z4 Convertible 2012']
015672.jpg,191,['Volkswagen Golf Hatchback 1991']
000289.jpg,4,['Acura TL Type-S 2008']
004357.jpg,54,['Chevrolet Silverado 1500 Hybrid Crew Cab 2012']
002413.jpg,30,['BMW 3 Series Wagon 2012']
002506.jpg,31,['BMW 6 Series Convertible 2007']
009678.jpg,118,['GMC Terrain SUV 2012']
000796.jpg,10,['Aston Martin Virage Convertible 2012']
003649.jpg,46,['Bugatti Veyron 16.4 Coupe 2009']
000633.jpg,8,['Aston Martin V8 Vantage Convertible 2012']
012291.jpg,150,['Lamborghini Reventon Coupe 2008']
005995.jpg,74,['Chevrolet Silverado 1500 Extended Cab 2012']
011581.jpg,141,['Infiniti G Coupe IPL 2012']
011526.jpg,140,['Hyundai Azera Sedan 2012']
007894.jpg,97,['Dodge Charger SRT-8 2009']
016165.jpg,196,['smart fortwo Convertible 2012']
009163.jpg,112,['Ford GT Coupe 2006']
012369.jpg,151,['Lamborghini Aventador Coupe 2012']
002978.jpg,37,['BMW X3 SUV 2012']
013356.jpg,163,['Mercedes-Benz SL-Class Coupe 2009']
014972.jpg,182,['Suzuki Kizashi Sedan 2012']
004095.jpg,51,['Cadillac CTS-V Sedan 2012']
014128.jpg,172,['Plymouth Neon Coupe 1999']
005405.jpg,67,['Chevrolet Malibu Hybrid Sedan 2010']
008256.jpg,101,['Ferrari FF Coupe 2012']
003760.jpg,47,['Buick Regal GS 2012']
015065.jpg,183,['Suzuki SX4 Hatchback 2012']
010969.jpg,133,['Hyundai Veracruz SUV 2012']
006084.jpg,75,['Chevrolet Silverado 1500 Regular Cab 2012']
009285.jpg,114,['Ford F-150 Regular Cab 2007']
008883.jpg,109,['Ford Expedition EL SUV 2009']
006980.jpg,86,['Dodge Ram Pickup 3500 Crew Cab 2010']
006108.jpg,76,['Chrysler Aspen SUV 2009']
006392.jpg,79,['Chrysler 300 SRT-8 2010']
015698.jpg,191,['Volkswagen Golf Hatchback 1991']
009914.jpg,121,['GMC Acadia SUV 2012']
016156.jpg,196,['smart fortwo Convertible 2012']
009152.jpg,112,['Ford GT Coupe 2006']
004905.jpg,61,['Chevrolet Impala Sedan 2007']
003330.jpg,41,['Bentley Mulsanne Sedan 2011']
001279.jpg,16,['Audi V8 Sedan 1994']
004486.jpg,56,['Chevrolet Corvette ZR1 2012']
004731.jpg,59,['Chevrolet Camaro Convertible 2012']
003212.jpg,40,['Bentley Arnage Sedan 2009']
009919.jpg,121,['GMC Acadia SUV 2012']
014131.jpg,172,['Plymouth Neon Coupe 1999']
015994.jpg,194,['Volvo 240 Sedan 1993']
013960.jpg,170,['Nissan Juke Hatchback 2012']
006892.jpg,85,['Dodge Caravan Minivan 1997']
004957.jpg,61,['Chevrolet Impala Sedan 2007']
004981.jpg,62,['Chevrolet Tahoe Hybrid SUV 2012']
003563.jpg,44,['Bentley Continental Flying Spur Sedan 2007']
003837.jpg,48,['Buick Rainier SUV 2007']
004907.jpg,61,['Chevrolet Impala Sedan 2007']
000396.jpg,5,['Acura TSX Sedan 2012']
011359.jpg,138,['Hyundai Sonata Sedan 2012']
005979.jpg,74,['Chevrolet Silverado 1500 Extended Cab 2012']
015016.jpg,183,['Suzuki SX4 Hatchback 2012']
005515.jpg,68,['Chevrolet TrailBlazer SS 2009']
009763.jpg,119,['GMC Savana Van 2012']
006766.jpg,83,['Dodge Caliber Wagon 2012']
004515.jpg,56,['Chevrolet Corvette ZR1 2012']
011617.jpg,142,['Infiniti QX56 SUV 2011']
016113.jpg,196,['smart fortwo Convertible 2012']
015393.jpg,187,['Toyota Camry Sedan 2012']
007872.jpg,96,['Dodge Charger Sedan 2012']
005370.jpg,67,['Chevrolet Malibu Hybrid Sedan 2010']
007399.jpg,91,['Dodge Dakota Club Cab 2007']
002264.jpg,28,['BMW 1 Series Coupe 2012']
006823.jpg,84,['Dodge Caliber Wagon 2007']
007255.jpg,89,['Dodge Journey SUV 2012']
010657.jpg,129,['Honda Accord Sedan 2012']
003214.jpg,40,['Bentley Arnage Sedan 2009']
004456.jpg,55,['Chevrolet Corvette Convertible 2012']
009758.jpg,119,['GMC Savana Van 2012']
002866.jpg,35,['BMW M5 Sedan 2010']
000829.jpg,11,['Aston Martin Virage Coupe 2012']
012031.jpg,147,['Jeep Liberty SUV 2012']
000813.jpg,11,['Aston Martin Virage Coupe 2012']
015046.jpg,183,['Suzuki SX4 Hatchback 2012']
015631.jpg,190,['Volkswagen Golf Hatchback 2012']
014643.jpg,178,['Scion xD Hatchback 2012']
009374.jpg,114,['Ford F-150 Regular Cab 2007']
008838.jpg,108,['Ford Freestar Minivan 2007']
013096.jpg,160,['McLaren MP4-12C Coupe 2012']
012397.jpg,151,['Lamborghini Aventador Coupe 2012']
006933.jpg,85,['Dodge Caravan Minivan 1997']
008511.jpg,105,['Fisker Karma Sedan 2012']
006825.jpg,84,['Dodge Caliber Wagon 2007']
009910.jpg,121,['GMC Acadia SUV 2012']
001273.jpg,16,['Audi V8 Sedan 1994']
002165.jpg,27,['BMW 1 Series Convertible 2012']
010300.jpg,125,['HUMMER H2 SUT Crew Cab 2009']
013516.jpg,165,['Mercedes-Benz S-Class Sedan 2012']
014571.jpg,177,['Rolls-Royce Phantom Sedan 2012']
012649.jpg,154,['Land Rover Range Rover SUV 2012']
003576.jpg,44,['Bentley Continental Flying Spur Sedan 2007']
010695.jpg,130,['Hyundai Veloster Hatchback 2012']
010049.jpg,119,['GMC Savana Van 2012']
010099.jpg,123,['Geo Metro Convertible 1993']
013478.jpg,164,['Mercedes-Benz E-Class Sedan 2012']
013845.jpg,169,['Nissan NV Passenger Van 2012']
014247.jpg,173,['Porsche Panamera Sedan 2012']
007238.jpg,89,['Dodge Journey SUV 2012']
006199.jpg,77,['Chrysler Sebring Convertible 2010']
014495.jpg,177,['Rolls-Royce Phantom Sedan 2012']
008239.jpg,101,['Ferrari FF Coupe 2012']
012404.jpg,151,['Lamborghini Aventador Coupe 2012']
014499.jpg,177,['Rolls-Royce Phantom Sedan 2012']
003159.jpg,39,['Bentley Continental Supersports Conv. Convertible 2012']
006641.jpg,82,['Daewoo Nubira Wagon 2002']
015951.jpg,194,['Volvo 240 Sedan 1993']
000770.jpg,10,['Aston Martin Virage Convertible 2012']
000442.jpg,6,['Acura Integra Type R 2001']
012559.jpg,153,['Lamborghini Diablo Coupe 2001']
001875.jpg,23,['Audi S4 Sedan 2012']
012961.jpg,158,['Maybach Landaulet Convertible 2012']
010091.jpg,119,['GMC Savana Van 2012']
014958.jpg,182,['Suzuki Kizashi Sedan 2012']
012825.jpg,156,['Lincoln Town Car Sedan 2011']
000789.jpg,10,['Aston Martin Virage Convertible 2012']
007838.jpg,96,['Dodge Charger Sedan 2012']
007397.jpg,91,['Dodge Dakota Club Cab 2007']
000248.jpg,4,['Acura TL Type-S 2008']
003886.jpg,48,['Buick Rainier SUV 2007']
000199.jpg,3,['Acura TL Sedan 2012']
012833.jpg,156,['Lincoln Town Car Sedan 2011']
001983.jpg,25,['Audi TT RS Coupe 2012']
010540.jpg,128,['Honda Accord Coupe 2012']
002588.jpg,32,['BMW X5 SUV 2007']
001148.jpg,15,['Audi R8 Coupe 2012']
007565.jpg,93,['Dodge Challenger SRT8 2011']
007774.jpg,95,['Dodge Durango SUV 2007']
002591.jpg,32,['BMW X5 SUV 2007']
014852.jpg,181,['Suzuki Aerio Sedan 2007']
010687.jpg,130,['Hyundai Veloster Hatchback 2012']
002351.jpg,29,['BMW 3 Series Sedan 2012']
